review,Trang,Uyên,Đạt,Gold
ayye it's so good keep out the good music,1,1,1,1
"Ayyy this shit so fire, rice really took the YouTube diss track era by storm",1,1,1,1
AYYYEEEE this song still fire af till this day!!!!🔥🔥😆 Damn thanks  rice for this fire ass song❤️🔥,1,1,1,1
Ayyyy fire 🔥🔥🔥🔥🔥,1,1,1,1
baby by Justin Bieber is better,1,1,1,1
Baby-Justin Bieber:I'm the cringiest song ever!  SweatShirt-Jacob Sartorious : Allow me to introduce myself,0,1,0,-
Back almost 2 years later to drop another W.,0,1,0,-
Back in 2017 when life was good ❤️,1,1,1,1
Back in 2022 and Honestly he right with the n word line lol that’s about it tho,1,1,1,1
Back in my day 10 year olds kept their voices to themselves until they either found out that it was good or sounded like this.,1,1,1,1
Back in the days we sang this in high school,1,1,1,1
Back in the good old days 😂😂,1,1,1,1
Back when 55M views was a lot...,1,1,1,1
"Back when everyone sung: ""You can wear my sweaty shirt""",1,1,1,1
Back when life was simple…,1,1,1,1
Back when the dislike button existed.,0,0,0,0
Back when YouTube drama was actually interesting and got me hooked for several hours every day😭🤪😅,1,0,0,-
back when YouTube was interesting.,1,1,1,1
Bad disses but amazing flow and pretty frikin good as a song,0,0,0,0
Badtshirt?    Jacob: yes,0,0,0,0
baguette people are built different tbh,2,2,2,-
banger,1,1,1,1
BANGER,1,1,1,1
banger,1,1,1,1
banger,1,1,1,1
BANGER 🔥,1,1,1,1
banger 🔥🔥🔥,1,1,1,1
banger song,1,1,1,1
BANGER🔥🔥🔥,1,1,1,1
Barber : What kind of haircut do you want ? Lil : YES,1,1,1,1
Barber: So what hairstyle would you like? Lil Pump: Have you ever wondered what twizzlers would look like in different colors? Barber: Say no more,1,1,1,1
Barber: So what kind of hairstyle do you want? Lil Pump: Yes,1,1,1,1
BARBER: what color should I dye your hair  LIL PUMP: YES,1,1,1,1
Barry Keoghan is such a good actor. I hope he gets a big fat pay check from this so he can go back to working on films that are not just shot  infront of a green screen wearing silly costumes,1,1,1,1
Bars 🔥,1,1,1,1
bart baker <3,1,1,1,1
Bart bakers parody of this is better than the actual song,1,1,1,1
Based on the comments this looks like a nice movie I just wish the kids on there were younger. 😏,1,0,0,-
"Basically in this song, you made random insults. Whilst idubbbz made actual good points.",0,1,1,-
"bateu 1.000.000.000 views, esae cara é foda manob👏",2,2,2,-
Beam eyes gives a Logan vibe,1,1,1,1
"Beat and lyrics were sick, but Ian is the god, bro",0,1,0,-
"beat goes, lyrics blow",1,1,1,1
Beat hard asf no cap,1,1,1,1
Beat is amazing,1,1,1,1
beat so sick did afro gum make it,1,1,1,1
beat was cold ngl,1,1,1,1
Beat was fire no cap.,1,1,1,1
Beatiful lyrics of the song ❤😊,1,1,1,1
Beautiful,1,1,1,1
Beautiful I like it wonderfully created.,1,1,1,1
BEAUTIFUL SONG,1,1,1,1
Beautiful song 😘,1,1,1,1
"Been 8 months, still dope af🔥",1,1,1,1
Been waiting for this to drop✊🏿,0,1,1,-
"Before everyone shames the film out of existence, do the world a favor and use it for good, don’t shut down an opportunity to propagate your voice further! What you see is happening in the world regardless if you turn a blind eye.  Also stop asking questions on here as if you’ll get a worthy answer, there’s no answers for you in the comments, you wouldn’t notice an answer if it were right in front of you, your brain is too worried about finding details supporting your already confirmed beliefs.  I encourage everyone to put aside their dissent and employ a sense of openness to whatever light may be shed in the future.   Other than that, no need to parrot everyone’s comments.",1,2,2,-
"Before I start: I want to carry Angelina Jolies baby to term,  9 months, and look in her eyes when I go into labor and never look away until  I deliver. She’s still that fine.   Anyway, Not a marvel or dc fanatic. I just like good movies. Unfortunately, like other modern Disney movies, trying to shove certain modern social ideals down my throat just make the movie cringey in certain parts. The flow is broken.  The acting was unnatural in many parts. Angelina Jolie and the guy who played Gilgamesh were good. Oh and the Bollywood star and his camera man ended up being funny altho, initially I thought their humor was going to be cheesy throughput.  So 👍🏾. I’d say 5.5 out of 10. If you watch it you won’t hate it but if you don’t, you didn’t miss out on a “gem”.",2,2,2,-
Before puberty 😂😂😂😂,1,1,1,1
"Before the like button removed this was at 1,401,521 dislikes",0,0,0,0
"Before this song my lady and I had a troubling relationship. Our lives were drifting apart, we became distant and cold. The relationship was rocky and teetering on the edge of a knife. The only time we talked was when the bills were due. Then Jacob crafted this song. I played it for her one day and a miracle happened. It was a feeling between us that couldnt be described but as we listened to this song, we looked into each others eyes. We hadn't felt like this in a long while, and made sweet passionate love to Jacob's song. It was life changing and I cannot describe what happened. Dope song 10/10. Would listen again.",1,1,1,1
Before you could go to a party and there was never a lack of the child who played this song,1,1,1,1
Being white and privileged looks so hard I feel so bad for him because..... I cant I'm getting to choked up this is so sad😥,1,1,1,1
Bela música fodaaaaaaaaaaaaaa,2,2,2,-
"Believe or not believe in God, we all have to admit that this is something horrible. The world is ending",0,0,0,0
Ben: bundan nefret ederim  Blinky: Hadi Gidelim Buradan!!!  Inky: Bu doktor bizi resmen kafayı yedi!!!  Clyde:buraya kadarmış adamım BURAYA KADARMIŞ!!!  Pinky:Minnoşlar geri döndü,2,2,2,-
"besides the context and the fact that he lost, the song ain’t that bad",1,1,1,1
"Best actor/actress casting of all time, personal favourite.",1,1,1,1
Best beef I have seen in a while. So entertaining.,1,1,1,1
Best fuckin movie EVA!!!     - EDP445,1,1,1,1
BEST FUCKING SONG YET💣💥😱,1,1,1,1
Best hype up song of 2016,1,1,1,1
Best kpop song ever,1,1,1,1
Best Marvel Movie of 2021,1,1,1,1
Best mom ever!,1,1,1,1
Best moment 3:10,1,1,1,1
"Best Movie ever made.          (Ya, I edited this, the comment was different lol.)",1,1,1,1
Best music ever,1,1,1,1
Best part 0:00,1,1,1,1
best part 3:08,1,1,1,1
BEST PART 3:10 LIKE THE SWEATSHIRT IS EVEN RUNNING FROM HIM,1,1,1,1
Best part at 3:10 😊,1,1,1,1
Best Rap Song 1.2 Billion Views 😀🤩🥳,1,1,1,1
Best rapper alive he rhymed mansions and mansions,1,1,1,1
Best rapper ever,1,1,1,1
Best rapper in the world 🌎 ur music is 🔥 I cant stop 🛑 watching this!!!🔥🔥🔥🔥🛑🌎🌎🛑🌎,1,1,1,1
best song,1,1,1,1
Best song ever,1,1,1,1
BEST song ever,1,1,1,1
Best song ever,1,1,1,1
Best song ever 😍😍 thanks Jacob lyssm ♥️,1,1,1,1
best song ever 100/100,1,1,1,1
BEST SONG EVER I LOVE YOU MUSIC VIDS AND YOU VIDS YOUR THE BEST JACOB! KEEP IT UP :),1,1,1,1
best song ever jacob love you,1,1,1,1
best song ever love it,1,1,1,1
BEST SONG EVER OH MY GOD SO CRAPPING AWESOME!!!!!!!!!!!!,1,1,1,1
Best song ever recorded in the hallway,1,1,1,1
Best song ever:) still listening,1,1,1,1
Best song ever!!!,1,1,1,1
BEST SONG EVER!!!!!!°,1,1,1,1
Best song ever✌🏻,1,1,1,1
Best song ever👀👀,1,1,1,1
Best song ever🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,1,1,1,1
Best song ever😍😍,1,1,1,1
best song everrr 🔥 🔥,1,1,1,1
Best Song From Lil Pump,1,1,1,1
Best song fs❤️,1,1,1,1
Best song handsdown on earth,1,1,1,1
Best song i ever heard. He's so talented!,1,1,1,1
Best song I have ever heard,1,1,1,1
Best song of 2017 even though it's 2019,1,1,1,1
best song of all time,1,1,1,1
Best song of all time hands down,1,1,1,1
Best song to this day,1,1,1,1
Best talent I have ever seen. Wow the lyrics are so cooool. Gucci Gang x100 times = best song ever.,1,1,1,1
Best thing I ever heard....             Was the silence that comes after hitting the pause button.,0,1,0,-
"BEST TRAILER EVER, cant wait to watch when it comes out, 11/10",1,1,1,1
Best trailer every.. had fun watching it🙂🙂,1,1,1,1
Best way to convince people you're not angry - rap angrily.,1,1,1,1
bet it has 1.5M likes now lol L youtube for turning off dislikes,1,1,1,1
Better than anything LSI ever put out,1,1,1,1
better than everyday bro,1,1,1,1
Better than the super bowl halftime show,1,1,1,1
Better then any Ksi song tbh,1,1,1,1
Better version : https://youtu.be/JODQ7FlAaXg,1,1,1,1
Beyond disgusting i want to know who’s the targeted audience exactly?!,0,0,0,0
Beyond excited for this. It looks so different from anything Marvel has done. More of an actual drama take on an action film. I have a good feeling about this and Shang-Chi.,1,1,1,1
"Beyond the obvious inappropriateness of it all, how is this putting Muslim American’s  in a better light? I’m so confused how contradictory our society and culture has become.",0,0,0,0
"Bị nghiện bài này từ thời Bảo Thy, ko ngờ lại có ngày được nghe idol mới trong lòng mình Đức Phúc cover lại. Cảm ơn em ĐP vì đã cover lại lắng đọng cảm xúc như vậy",2,2,2,-
"Biblically 20 stands for ""end of era"", 2 for separation of wheat and chaff. For each of us comes a point of decision. 2020 provides one opportunity after the other. ""Come out of her, my people, that ye be not partakers of her sins, and that ye receive not of her plagues"".",2,2,2,-
Bientôt 1milliard de vue 🤩🤯🤯🤯,2,2,2,-
Big bird cant fly,1,1,1,1
Big corporations don’t give a shit. even the title WTF,0,0,0,0
Big Shaq's freestyle had more lyrics than this.,0,0,0,0
Biggest L in history ! Congrats !,0,1,0,-
BIGGEST W OF THE HISTORY,0,0,0,0
Biggest waste of clout,0,0,0,0
Billie Eilish and Jacob are almost the same age and their song differences really show a lot in talent.,1,1,1,1
Billion views lil pump need to come out with more hits lets go 2020 ! I still listen to this. Song in 2020,1,1,1,1
bişey anlamadım ama neyse,2,2,2,-
"Biz müslümanlar güzel ahlakı yaymak için varız.  İslam dininin baş tacı ettiği, elmas gibi değerli gördüğü hanımlarına verdiği tesettürün böyle kullanılmasına ve hele de daha ilkokulu yeni bitirmiş küçücük çocuklara böyle uygunsuz şeyler yaptırılmasına hayır diyorum.",2,2,2,-
"Black Knight is the Edging Master, only to be Sniped out of the moment…🤫🥱",0,0,0,0
blackrock look what u made them do,0,0,0,0
"Blame the predators looking to abuse young girls. Don’t blame young girls for Tiktok dances. Don’t protect daughters, educate your sons.",1,0,1,-
Bleach Sales have been going up since this song was uploaded.,1,1,1,1
bleach shots at my place anyone?,1,1,1,1
BLEACH!!! BLEACH!!! GET YOUR BLEACH HERE!!!!! $5 PER SHOT!!! $20 PER BOTTLE!!,0,1,1,-
Blessing mr.lee 🙏🏽🔥🙏🏽🔥🙏🏽🔥,1,1,1,1
Blue is like the color they want you to look at look at each scene,1,1,1,1
bob saget song,1,1,1,1
"BOI GOTTA FLEX,GOTTA FLEX FLEX FLEX",2,2,2,-
Boi sounds so nasally that he sings straight outta his sinuses...,0,1,0,-
Boi that last part was so bad that it was sent back in time and killed the dinosaurs,0,0,0,0
BOI this is the best roast he did this is awesome,1,1,1,1
Borderline child pornography. Even for a movie the sexualization of these children is horrific. There is no justification for this. Trying to make the sexualization of children normal or mainstream is ridiculous.,0,0,0,0
Both disses are good and obvi for views i enjoyed them,1,1,1,1
Both the tracks are good,1,1,1,1
Both tracks was fire ngl iDubbz sounded more like a YouTube song and rices sounded more like a real song so disstrack wise dubbz won but if I were to put one in my playlist rice for sure,1,1,1,1
Boy control yo hands ✋ 😤 🤣 😂,2,2,2,-
Boy did that suck!  Acting? 🤣Hahahahahaha.  CGI has destroyed the motion picture industry.   I guess if you 7 or 8 it's enjoyable?,0,2,0,-
Boy do I hate it when my sweatshirt gets possessed by an ancient breakdancing demon,0,0,0,0
Boy really rhymed “a lot” with “a lot”,1,1,1,1
boy rice you bodied Ian. Stay fresh homie,2,2,2,-
"Boy, do I love Cheese Pizza!",1,1,1,1
"Boy, I love Hit or Miss, don't get me wrong, but you SERIOUSLY NEED A VOCAL COACH ON THIS SONG 😂",1,1,1,1
Boyinaban:people think you did it all when the best you make play ground insults Ricedump:you are a nerd,0,0,0,0
BoyInABand: when you have no personality you replace it with a Rolex  Rice gum: Well yes but actually no but wait actually yes,0,0,0,0
Brain: discovered in 4th century  People in 3rd century:,0,0,0,0
Brasil ♡🇧🇷,2,2,2,-
Bravo Bravo para cuándo la segunda parte señor nesflis,2,2,2,-
Bravo lil pump,2,2,2,-
Brazil 🇧🇷,2,2,2,-
Brb let me get the bleach,2,2,2,-
Breaking News: Demonic Sweatshirt and Untalented Boy Attack Girl,0,0,0,0
Breaks me to say it but 1:23 is actually pretty good ngl,1,0,0,-
"Brilliant movie! So much to contemplate. Talented writer/director, cast, and crew!",1,1,1,1
"brilliant song, cant wait for your next man. you helped me through so much",1,1,1,1
Brilliant!!! 👏👏👏 that's all I can say Brilliant!,1,1,1,1
"Bring back the dislike button YouTube, these “content creators” must be shamed publicly.",0,1,0,-
Bring Me Back!,0,1,0,-
Bring Me Back!,0,1,0,-
Bringing back musicaly vibes anyone??,1,1,1,1
bro 2017 was the fucking best year with the vlogs and disses,1,1,1,1
bro 2020 got me coming back to good times,1,1,1,1
Bro at 3:15 is when the beat really starts picking up 🔥,1,1,1,1
Bro Chris Pratt in all marvel movie should be epic,1,1,1,1
Bro DAMN I MISS THIS ERA,1,1,1,1
Bro didn’t even park n a parking spot straight Menace 😂💪🏾,1,1,1,1
"bro everyone is still going ham on this song after so long, this is actually cool",1,1,1,1
"Bro gets criticized for flexing, and he flexes in response lmaoooooo 😭😭😭 tell me this ain't legendary",1,1,1,1
Bro go for it flow is killing  One love,1,1,1,1
Bro goes an a mountain and tests for fall damage,2,2,2,-
Bro has the bars of a third grader and SoundCloud,2,2,2,-
Bro he had the whole world in his hands with this song. Time goes by quick asf,1,2,1,-
"bro he is so talented,picks a word and makes a song!",1,1,1,1
Bro he lost his career after idubbbz diss  Hey but honestly  Did it feel good tho,1,1,1,1
Bro honestly ima say this.. If rice makes more music and his flow is godly in this song then bro he’s better than Ksi.,1,1,1,1
bro how can someone fucking ruin such a nice beat and live with themselves,0,0,0,0
Bro how is he goin to talk but he has more dislikes then likes,0,0,0,0
Bro I don’t know why everyone is ripping on the song it’s so great on mute.,0,0,0,0
Bro I love that people came back 3 years later just to make fun of him 😂,0,2,2,-
Bro I love your music keep makin it and good job bro,1,2,1,-
Bro I miss these memes. I miss 2016.,2,2,2,-
bro i remember when this first came out and LeafyIsHere reacted to it lmaoooo,2,2,2,-
Bro I swear BIDEN is gonna love this show he’s prob gonna partner with netflix😂🤣,2,2,2,-
Bro I swear stagnant water had more flow than this song,0,0,0,0
"Bro i was secretly obsessed with this song 😭, and i would act like i didn't like and talk crap about it, and i would hear it 10 times a day 💀",1,0,0,-
Bro idubbbz made a content deputy and he still bodied rice gums ass and he didn't even make another diss track,0,2,1,-
Bro if Ima keep it real with u this is like 50% cp,2,2,2,-
Bro is fire - A random Deaf person,2,2,2,-
bro is so salty that he has more dislikes than likes. btw check out ksi's vid its hilarious how pissed rice is,0,0,0,0
bro is spitting the formula for multiversal travel capabilities 💀,2,2,2,-
Bro it’s sad they removed the dislike button counter 😔,0,0,0,0
Bro let’s be real. Life was nothing but a vibe when this song came out.,1,1,1,1
BRO MORE DISLIKES THEN LIKES OOF,0,0,0,0
Bro que ocurrió que no volviste a sacar temas así 🥺,2,2,2,-
Bro RICEGUM that was a big W👌👌👌☇,0,0,0,0
Bro that 5 years is coming,2,2,2,-
bro that damn hoodie was riding on the floors and he gives it to her,2,2,2,-
Bro that’s the TickTock house,2,2,2,-
Bro the drama back then was so good,2,2,2,-
Bro the fact this song has 1B views is proof this world needs a savior immediately,1,1,1,1
Bro the fact this song has 1B views is proof this world needs a savior immediately,1,1,1,1
"Bro the mom is the best character, she did nothing wrong",1,1,1,1
Bro the nostalgia😭,1,1,1,1
bro this actully kinda slaps     nevermind,0,0,0,0
Bro this diss is straigh 🔥 🔥 🔥. Idubz took a massive L. Rice just went off at the end 💪💪💪,0,0,0,0
Bro this is fire dude,1,1,1,1
Bro this is fucking heat,1,1,1,1
Bro this is funny but cringe,0,0,0,0
Bro this is Legendary,1,1,1,1
Bro this is literally the only song I like of this guy,1,1,1,1
"Bro this is the most basic, clean sheet of paper, water, stick man drawing rap song in existence regardless of time",1,1,1,1
Bro this lyrics is perverted,0,1,0,-
BRO THIS NOT ONLY INAPPROPRIATE BUT ISLAMAPHOBIC ISTG IF THIS MOVIE ACCIDENTALLY GOT DELETED LIKE TOY STORY IT WOULD BE THE BEST MISTAKE EVER,0,0,0,0
BRO THIS SHIT IS FUCKING FIRE 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,1,1,1,1
bro this shit's fire if you're -6 feet tall i swear,1,1,1,1
Bro this shot went hard,2,2,2,-
Bro this song is everthimg tho💛💛,2,2,2,-
Bro this such a beautiful song I wanted to commit suicide but this song saved me after my ex left me his voice is amazing I buy his merch and I think of him at night to keep me warm calm and collective,1,2,1,-
Bro tried to come back but couldn't even get half of Idubbbz views💀,2,2,2,-
Bro u ask ur mum to edit these,2,2,2,-
Bro wasn’t old enough to listen to his own song,1,1,1,1
bro what,2,2,2,-
Bro what the Frick is wrong with Netflix,0,0,0,0
bro when this song dropped I was like 10 and I felt so gangsta blasting this,1,1,1,1
bro why his sweatshirt crawling tho,2,2,2,-
Bro why is there so many dislikes this shit is low key fire,0,0,0,0
Bro why is this still up?,2,2,2,-
"Bro you just healed my paralyzed ahh brother, he couldn't move at all but when I played this he stood up just so he could turn it off",2,2,2,-
bro you went offf best diss track yet!!!!,2,2,2,-
"Bro, y did this song get so many dislikes? It's so good!",1,0,0,-
Bro. Idubbz TOTALLY predicated you. 'As predictable as a house tour,2,2,2,-
Bro…I was in 5th grade when this came out😭💀 kids were goin crazy,2,2,2,-
Bro💀 I wonder what his friends said while he was still in school,2,2,2,-
"Broke my leg, lost confident in running. They played this during my graduation and I finally ran and turned this song off! Thanks!! ☺",0,2,1,-
Broooo like cmon no one can disagree that this song is hella fireeee🔥🔥🔥 like bars left and right🔥,0,2,2,-
BROOOOOO IF YOU CHECK ITS AGE RATING ITS NC-17 💀 YOUR TELLING ME A SERIAL KILLER IS LESS SCARY THEN THIS MOVIE JESUS CHRIST NETFLIX,0,2,2,-
Brooooooooo who trained that tiger to walk beside lil pump I WANT TO KNOW NOW,2,2,2,-
brooow ts fireeee🔥🔥,2,2,2,-
Bros forehead is bigger than his singing career💀,2,2,2,-
Bru RGS is strong asf they held their ground ngl 😂💯,2,2,2,-
Bruh 💀,2,2,2,-
Bruh even Dr doofensmirtchz's evil incorporated song is better than this whole music,2,2,2,-
Bruh he literally insults you throughout like 20% of the song The other 80% is him saying Gucci gang,0,2,2,-
Bruh he lost even with a ghostwriter,2,2,2,-
Bruh he spitting straight facts about himself,2,2,2,-
Bruh he's got some bars,2,2,2,-
bruh i completely forgot this existed,0,2,2,-
Bruh I haven’t watched this for like 4 years why did I come back,0,2,0,-
"bruh i remember seeing this in sophomore year of high school and i was like ""bro wtf is this shit?"" i still have the same thoughts to this very day.",2,2,2,-
Bruh I remember the people in my school would sing this song 😂😂.,2,2,2,-
Bruh I used to love this dude when I was like 9 and this was like my favorite song of him lol,2,2,2,-
bruh i used to think this was so fire 😭😭,0,0,0,0
Bruh imagine him breaking down the chorus on genius 😭,0,1,0,-
"Bruh imagine in 2045 this will be considered a ""CLASSIC""",0,2,2,-
bruh in the beginning Jacob looks like a lesbian,0,0,0,0
Bruh it’s been 4 years already still a lyrical tho😮‍💨,1,1,1,1
Bruh looking at it ricegum disses where wack as hell,2,2,2,-
Bruh my brain wants to die now,0,0,0,0
Bruh not even half the views 4 years later. How sad.,2,2,2,-
bruh over 100k likes those are creeps watching this,1,1,1,1
Bruh straight up proved his point 90 percent of this song was him flexing,1,1,1,1
Bruh the beats are so firreeeeeee 🔥,1,1,1,1
Bruh the way he spits is 👌🏾 🔥,0,0,0,0
Bruh this goes hard,2,2,2,-
bruh this got a billy views 😭,2,2,2,-
Bruh this guy tho,2,2,2,-
Bruh this is considered talent now and days? Where did we go wrong.,2,2,2,-
Bruh this is so deep. I cant help but cry.,2,2,2,-
Bruh this rice needs to come back 💀,2,2,2,-
bruh this shit sum fye 🔥,2,2,2,-
"Bruh this was the peak of youtube. Seeing all of the giants of youtube join forces, form houses, and drop diss tracks was insane",2,2,2,-
Bruh watching this in 2021 shows how innocent this was compared to the new tik tok kids,2,2,2,-
Bruh what is this,2,2,2,-
Bruh you're a lifesaver two months ago I was paralysed but then my little brother put this on and I got up to break his phone 🙏🙏🙏,0,2,2,-
"Bruh, he really looked at this before he posted this and said, “Yeah this is great, let’s post it.”",2,2,2,-
"bruh, this shit better then that other white dude’s. His flow is better, lyrics are better, Rice just knew how to make a “rap” song",1,2,1,-
"Bruh, this song is the perfect example of how I got SARS.",2,2,2,-
Bruh. These “lil pump the type of guy” comments got me dead😂😂😂    Lil pump the type a guy to pull himself over for speeding,2,2,2,-
Bruh...just came to check if the dislike button count is really removed,2,2,2,-
Bruh💀📸,2,2,2,-
Bruhh 🤢🤢🤢🤢🤢🤢🤢🤢,0,2,2,-
Bruhhh wtfffff,0,2,2,-
Bryan is worth being snapped,0,2,0,-
Bu filmde çocuklarını oynamalarına izin veren ailelere sesleniyorum: Bu kız çocuklarınızı açık arttırmada satmak gibi. Ve kesinlikle onlara saygınız yokkkkkkkkk....,2,2,2,-
bu filmi yapan herkesin canı chenneme gidecek tabi pişma olup tevbe etmesse,2,2,2,-
Buddy she ain’t gonna want to wear the sweatshirt that has been dragging around on the school floor. 🤣🤣🤣,2,2,2,-
buen anime 20/10  recomendado,2,2,2,-
Buena película y gran reflexión👏,1,2,2,-
Buena serie papi,1,2,2,-
"bueno acá en Latinoamérica hay niños que hacen temas de reggaetón, se puntean entre ellos, hacen videos, los suben al YouTube y nadie hace un escandalo. Cuties parece ser la serie que para la realidad dice ""hasta cuando ignoran esto"" y si es incomoda de ver, aun así es de esta forma como se muestra que algo esta mal. Solo busquen ""niños bailando reggaetón"" o ""concursos de belleza"" para los EEUU o gringos como les decimos desde acá.",2,2,2,-
Bui I ain’t gonna lie right but this movie shows how the generation is gonna be like,2,2,2,-
Bumpy gumpy buy name brand fabric softener,2,2,2,-
Burn the sweatshirt!!!🔥🔥,2,2,2,-
But Dave Chappelle said some rational stuff about psychotic trans people.....,2,2,2,-
But didnt you told him to content cop you? Why are you mad? Seems like you Couldn't take an L,0,0,0,0
"But everything changed when Youtube attacked. Only with the dislike button, we can show what we feel about this movie, But when we needed the most, it disappeared.",0,0,0,0
But if he gets a VEVO... Oh God.,2,2,2,-
"But if you see children ballet aren’t those what they are wearing, same as swimming...based on the trailer alone... i still don’t think its sexualize, isnt kid’s pageant also somewhat sexualize then....Which part is sexualize... i still don’t get it, is it a conspiracy from ppl who hate Netflix maybe. Maybe entertainment magazine industry need to take a look at themselves of using sex as an entertainment as this can give ideas and inspiration to kids in general. For instance Harley Quinn poster isn’t kinda borderline porn ish especially for lil girls... just saying the world needs to be careful of what they potray to kids cuz kids follow adults. Instead of attacking 1 movie maybe can take a look at the whole industry using sex to sells, in commercial, language, music videos, they all portraying too much sex... closing down netflix n this movie won’t solve the problem... it is the whole society need to be look at. I think it is also cultural thing... in the past in Asia kid’s don’t behave like these, but with Kpop girls its very much sexualize everything... n kids watch these, we have a bigger issue to handle. Remember kids immitate adults we need to be more responsible what we put out there",0,0,0,0
But isn't Starlord a celestial since his father was a celestial,1,1,1,1
but it is catchy 😌,1,1,1,1
But ithought it went like... Mother love me long time long time...,1,1,1,1
but netflix removes the episode of community where chang dresses up like a dark elf? ok,2,2,2,-
"But seriously.. they could have at least changed sersis name. Come on guys this is to obvious, real GoT fans cant watch this without bursting into tears 😂",2,2,2,-
"BUT STOP. JUST STOP. He's a 14 year old boy. He hasn't done you SHIT. He has hope, he has dreams, and you just crush them. I'll admit, it was fun in the beginning, but this has been taken WAY to far. It's not fun anymore, and what y'all doing is bullying.",2,2,2,-
"But this is the world we live in. Young girls feel like they have to be hyper-sexualized to get attention and love, and that’s the moral of the film. I was once an 11 year old in the ‘00s wearing crop tops and platform sandals dancing to Genie in a Bottle and Hit Me Baby One More Time. This movie is a real look into pre-teen hood.",1,0,0,-
"But you can go on TikTok or YouTube and literally find thousands of  videos of adolescent girls behaving exactly like the characters in  Cuties. Why does no say anything about TikTok or YouTube? And If that's  what a pedophile is seeking out, then slogging through a serious  dramatic film for a few scenes of  girls dancing would be an extremely  inefficient way to get it.  And if it bothers you, then I'd think you'd applaud a film that shows it in a negative light, which this does.",0,0,0,0
"But, the whole time the girl he likes is his sister! XD",2,2,2,-
Buy plenty of me before the store runs out 🙂,0,0,0,0
By the end of this month in 4 weeks The Eternals at 6 theatres with RED NOTICE at one theatre will totally flip number of theatres showings and profits. Red Notice is the new Raiders Lost Ark and Mummy.,2,2,2,-
"BY the way here is the lyrics:   RICEGUM
 Calling all units, I repeat, calling all units
 Shots are fired, I need backup right now, shots are fired
   Mother love me, long time, long time
 Sucky sucky fucky fucky
 Wonton, Hong Kong, Hong Kong
 Wonton, Hong Kong, wonton
 One time, one time, wonton
 Love me long time
 Feed on my long schlong
 Go back to Hong Kong gong
 I'll send you back to Hong Kong
 Pair a wonton, wonton, love me long
   Mother love me, long time, long time
 Sucky sucky fucky fucky
 Wonton, Hong Kong, Hong Kong
 Wonton, Hong Kong, wonton
 One time, one time, wonton
 Love me long time
 Feed on my long schlong
 Go back to Hong Kong gong
 I'll send you back to Hong Kong
 Pair a wonton, wonton, love me long
   Mother love me, long time, long time
 Sucky sucky fucky fucky
 Wonton, Hong Kong, Hong Kong
 Wonton, Hong Kong, wonton
 One time, one time, wonton
 Love me long time
 Feed on my long schlong
 Go back to Hong Kong gong
 I'll send you back to Hong Kong
 Pair a wonton, wonton, love me long
   Mother love me, long time, long time
 Sucky sucky fucky fucky
 Wonton, Hong Kong, Hong Kong
 Wonton, Hong Kong, wonton
 One time, one time, wonton
 Love me long time
 Feed on my long schlong
 Go back to Hong Kong gong
 I'll send you back to Hong Kong
 Pair a wonton, wonton, love me long
   Mother love me, long time, long time
 Sucky sucky fucky fucky
 Wonton, Hong Kong, Hong Kong
 Wonton, Hong Kong, wonton
 One time, one time, wonton
 Love me long time
 Feed on my long schlong
 Go back to Hong Kong gong
 I'll send you back to Hong Kong
 Pair a wonton, wonton, love me long
   Mother love me, long time, long time
 Sucky sucky fucky fucky
 Wonton, Hong Kong, Hong Kong
 Wonton, Hong Kong, wonton
 One time, one time, wonton
 Love me long time
 Feed on my long schlong
 Go back to Hong Kong gong
 I'll send you back to Hong Kong
 Pair a wonton, wonton, love me long
   Mother love me, long time, long time
 Sucky sucky fucky fucky
 Wonton, Hong Kong, Hong Kong
 Wonton, Hong Kong, wonton
 One time, one time, wonton
 Love me long time
 Feed on my long schlong
 Go back to Hong Kong gong
 I'll send you back to Hong Kong
 Pair a wonton, wonton, love me long
   Mother love me, long time, long time
 Sucky sucky fucky fucky
 Wonton, Hong Kong, Hong Kong
 Wonton, Hong Kong, wonton
 One time, one time, wonton
 Love me long time
 Feed on my long schlong
 Go back to Hong Kong gong
 I'll send you back to Hong Kong
 Pair a wonton, wonton, love me long
   Mother love me, long time, long time
 Sucky sucky fucky fucky
 Wonton, Hong Kong, Hong Kong
 Wonton, Hong Kong, wonton
 One time, one time, wonton
 Love me long time
 Feed on my long schlong
 Go back to Hong Kong gong
 I'll send you back to Hong Kong
 Pair a wonton, wonton, love me long
   Mother love me, long time, long time
 Sucky sucky fucky fucky
 Wonton, Hong Kong, Hong Kong
 Wonton, Hong Kong, wonton
 One time, one time, wonton
 Love me long time
 Feed on my long schlong
 Go back to Hong Kong gong
 I'll send you back to Hong Kong
 Pair a wonton, wonton, love me long",2,2,2,-
By watching this I've become part of the problem... It's time to leave this planet: all hope is lost.,0,0,0,0
bye i remember being obsessed with this.,0,0,0,0
Bye Netflix you did this to yourselves. Remember that.,0,0,0,0
C'est le meilleur 👍 on passe aux milliard de vue 😎,2,2,2,-
"C'mon boys, we have to find who asked",2,2,2,-
